Contenu_,Date_,Utilisateur_,Source_,ID_,Tweet URL
@Khloedossantos Ye fucked up shit goes on there,2020-12-16 07:51:14,ilyKhanya,Twitter for iPhone,1339115856568217600,https://twitter.com/statuses/1339115856568217600
@NehaMathur999 SAME!! Alia's imagination ran wild 🤣,2020-12-16 07:51:14,UzmaRamiza,Twitter for Android,1339115856563847171,https://twitter.com/statuses/1339115856563847171
@spotifysapnap depressed,2020-12-16 07:51:14,Rachel57316164,Twitter for iPhone,1339115856547119104,https://twitter.com/statuses/1339115856547119104
@ifvckandrun happy birthday bro 💕,2020-12-16 07:51:14,zik0ra,Twitter for iPhone,1339115856543014915,https://twitter.com/statuses/1339115856543014915
0947hrs and Manz is already exhausted💀,2020-12-16 07:51:14,EastAfricanOga,Twitter Web App,1339115856538824704,https://twitter.com/statuses/1339115856538824704
@gillianthreeG LOVE THIS GILLIAN!!! 😭😭😭💛💛💛💛,2020-12-16 07:51:14,BuildaHamster,Twitter for iPhone,1339115856513572864,https://twitter.com/statuses/1339115856513572864
@Sarah_wills99 Mmm would have liked to watched that video call x,2020-12-16 07:51:14,wantsomefun12,Twitter Web App,1339115856501084160,https://twitter.com/statuses/1339115856501084160
@FWBESS Makanya pake Caps Nder. Safety comes first,2020-12-16 07:51:14,MyAlterEgo007,Twitter Web App,1339115856496771073,https://twitter.com/statuses/1339115856496771073
@entropyverse_ HELLO BESTIEEEEE https://t.co/CKrOzlfoMg,2020-12-16 07:51:14,jaetineme,Twitter for Android,1339115856492519425,https://twitter.com/statuses/1339115856492519425
𝘵𝘩𝘳𝘦𝘢𝘥𝘴. https://t.co/Ie1kDYfMe6,2020-12-16 07:51:14,REDFUCKlNHOT,Twitter for iPhone,1339115856480112640,https://twitter.com/statuses/1339115856480112640
IF YOU WANNA EAT MY ASS JUST SAY SO https://t.co/yEMSE8rCKz,2020-12-16 07:51:14,Jadira_GS,Twitter for iPhone,1339115856479936513,https://twitter.com/statuses/1339115856479936513
"No Need to Convince Shareholders - Microstrategy's Investors Already Sold on Bitcoin, Says Analyst https://t.co/i1FxJuCUMg via @BTCTN",2020-12-16 07:51:14,netmillionaire,Twitter Web App,1339115856471715841,https://twitter.com/statuses/1339115856471715841
@PorcelainMaid Restrain these emotions.,2020-12-16 07:51:14,DepressingUser,Twitter for iPad,1339115856471715840,https://twitter.com/statuses/1339115856471715840
boop https://t.co/GT5YbRomQb,2020-12-16 07:51:14,sopeharry,Twitter for iPhone,1339115856471576576,https://twitter.com/statuses/1339115856471576576
@CIR_Estee This is getting scary,2020-12-16 07:51:14,EnujekoOnyinye,Twitter for Android,1339115856454967296,https://twitter.com/statuses/1339115856454967296
"How to let your staff enjoy the summer while not allowing the business to suffer A #BBunker blog 
By Gary Young, Equinox https://t.co/QoUJSTYSTa https://t.co/9C0ZQEhxQm",2020-12-16 07:51:14,ChannelRadio2,The Social Jukebox,1339115856454950914,https://twitter.com/statuses/1339115856454950914
@peachydeoks oh ur back!! i was wondering wht happened nd got a little worried but it's good to know ur doing good<3,2020-12-16 07:51:14,whalewithwings,Twitter for Android,1339115856421396481,https://twitter.com/statuses/1339115856421396481
prison break https://t.co/kscT1AwNf3,2020-12-16 07:51:14,loumilan_,Twitter for iPhone,1339115856421396480,https://twitter.com/statuses/1339115856421396480
@alethinosis this but unironically,2020-12-16 07:51:14,mundanefantasy,Twitter for Android,1339115856421335045,https://twitter.com/statuses/1339115856421335045
@mujhemaardo That's a lie 😔,2020-12-16 07:51:14,Far___far__away,Twitter for Android,1339115856417140736,https://twitter.com/statuses/1339115856417140736
"@zekshielove Pray

✨ DonKiss Family ✨ 
#DonKissFam || #DonKiss",2020-12-16 07:51:14,donkiss_KenDii,Twitter for iPhone,1339115856391938051,https://twitter.com/statuses/1339115856391938051
@ElmfnBoogy Man me and you can go on and on about this shit ....,2020-12-16 07:51:14,BigbagRE11e,Twitter for iPhone,1339115856371052544,https://twitter.com/statuses/1339115856371052544
"No, he blocked me cause I didn't like his compliments and called him a little boy lmao https://t.co/mcDQHm95D0",2020-12-16 07:51:14,feraIth0t,Twitter for Android,1339115856362577920,https://twitter.com/statuses/1339115856362577920
@CyberpunkGame Please fix the throwing knife bug. How come the knife disappears after you throw it? I hope this isnt intentional,2020-12-16 07:51:14,Dlite_88,Twitter for Android,1339115856358420480,https://twitter.com/statuses/1339115856358420480
I wouldn't expend my energy on rival fans poking noses btw https://t.co/lA36oYwDcq,2020-12-16 07:51:14,orleansarkcess,Twitter for Android,1339115856354291713,https://twitter.com/statuses/1339115856354291713
@MsLaToshaBrown Me too girl. Me too!,2020-12-16 07:51:14,s_breland,Twitter for iPhone,1339115856316469249,https://twitter.com/statuses/1339115856316469249
@zaynmaliknyaz pls add me!! https://t.co/wli6YvxQ5G,2020-12-16 07:51:14,bangtanpiicss,Twitter for iPhone,1339115856303779841,https://twitter.com/statuses/1339115856303779841
Thank you @ActionCitySG for this Venomized #IronMan #Cosbaby! https://t.co/cNqNrU8Mg4,2020-12-16 07:51:14,azraelxs,Twitter for iPhone,1339115856266031109,https://twitter.com/statuses/1339115856266031109
"Baler [哇][哇]
Packing machine
welcome to consult and order https://t.co/9cqi0eATET",2020-12-16 07:51:14,WikySHQ,Twitter for iPhone,1339115856240934913,https://twitter.com/statuses/1339115856240934913
A Milli is better than any Drake hit on God https://t.co/J23mGhcAh5,2020-12-16 07:51:14,austrumental,Twitter for Android,1339115856236830720,https://twitter.com/statuses/1339115856236830720
"Kai 😀
I'm cool but i'm cute too 🤣 everyone please take care of me https://t.co/tYp9SRIiRd",2020-12-16 07:51:14,14nothing_,Twitter for Android,1339115856236691456,https://twitter.com/statuses/1339115856236691456
I don't how some ppl used to bare shit from other ppl.,2020-12-16 07:51:14,Hatimgotchill,Twitter for Android,1339115856219947008,https://twitter.com/statuses/1339115856219947008
deleted kahakajaakh i did not prepare myself for the responses,2020-12-16 07:51:14,whatthespark,Twitter for iPhone,1339115856177991680,https://twitter.com/statuses/1339115856177991680
skydiving louis would be so funny https://t.co/ixk5d65Ren,2020-12-16 07:51:14,AbbyCassidy10,Twitter for iPhone,1339115856173871104,https://twitter.com/statuses/1339115856173871104
@hoondeluxe Not really https://t.co/MlVKKJaqWm,2020-12-16 07:51:14,aquariuschild02,Twitter for Android,1339115856161206272,https://twitter.com/statuses/1339115856161206272
@saladhoaqua Basically it's full of eggs lol,2020-12-16 07:51:14,alexthemasta19,Twitter for Android,1339115856157085697,https://twitter.com/statuses/1339115856157085697
Omgggg aaaaaaaaaaaaa https://t.co/CoN5AVtpv9,2020-12-16 07:51:14,jaeyoonslvr,Twitter for Android,1339115856148660227,https://twitter.com/statuses/1339115856148660227
please god,2020-12-16 07:51:14,thckdckdddy27,Twitter for Android,1339115856140255232,https://twitter.com/statuses/1339115856140255232
@gwuyoon eakk,2020-12-16 07:51:14,befslwps,Twitter for Android,1339115856131866625,https://twitter.com/statuses/1339115856131866625
i miss jaemark :-( come back my soulmates :-( https://t.co/JAETRVApEd,2020-12-16 07:51:14,jjaehs,Twitter Web App,1339115856110882816,https://twitter.com/statuses/1339115856110882816
Nothing to see here...Carry on and wear your face diaper into oblivion. https://t.co/JLyifeUCbY,2020-12-16 07:51:14,RaevanLuna,Twitter Web App,1339115856106840067,https://twitter.com/statuses/1339115856106840067
@UgandaEC  Robert kyagulanyi will be our president in 2021. Mark this tweet. #Kyagulanyi4President,2020-12-16 07:51:14,doncalebofficio,Twitter Web App,1339115856102625281,https://twitter.com/statuses/1339115856102625281
Arrghh I should stop looking at Gmarket 😩😩 OMG THE SALES,2020-12-16 07:51:14,syl_winter,Twitter for iPhone,1339115856094134272,https://twitter.com/statuses/1339115856094134272
"Morning Blues, have we calmed down yet?",2020-12-16 07:51:14,SirKompany,Twitter for iPhone,1339115856090046464,https://twitter.com/statuses/1339115856090046464
Give them hell #CalvinRobinson its what God and Jesus Christ would want to to do right? Show no mercy  to respected journalists just for working for the BBC and doing there jobs to earn money to support there families. https://t.co/cZmAzjhuNr https://t.co/UVcQmVKkZ5,2020-12-16 07:51:14,JacobGaIIagher,Twitter for Android,1339115856081645569,https://twitter.com/statuses/1339115856081645569
@schwarze_socke Bitte?,2020-12-16 07:51:14,mrs_humbert,Twitter for Android,1339115856073273344,https://twitter.com/statuses/1339115856073273344
@makedaa_xo pain,2020-12-16 07:51:14,SvelteNicko,Twitter for iPhone,1339115856069087234,https://twitter.com/statuses/1339115856069087234
"✨ RESPECT ✨ PEOPLE'S ✨ TASTES ✨ - Kim Taehyung, 2020",2020-12-16 07:51:14,Rose_Bts17,Twitter for Android,1339115856060502018,https://twitter.com/statuses/1339115856060502018
"It’s just what I do, I manipulate the hells to ride upon, you don’t know where you’ve been or what happened so repeat the process add little magic to enhance and embrace the death but run for the one you love",2020-12-16 07:51:14,_dani_chan_,Twitter for iPhone,1339115856056475649,https://twitter.com/statuses/1339115856056475649
@Madamemia2x I'd love to join if you'll have me! 🖤💋,2020-12-16 07:51:14,mj_madame,Twitter for Android,1339115856006025216,https://twitter.com/statuses/1339115856006025216
@FL1NGP0SSE_PNG the embarrasing thing is they r proving op right lmfao,2020-12-16 07:51:14,reigenfan,Twitter for Android,1339115855989248001,https://twitter.com/statuses/1339115855989248001
PARDON THE PUN.,2020-12-16 07:51:14,BotFromBoston,"Cheap Bots, Done Quick!",1339115855985184771,https://twitter.com/statuses/1339115855985184771
@everytimevogue yes but at the same time with a little trim.,2020-12-16 07:51:14,sweetenervibz,Twitter for iPhone,1339115855985172481,https://twitter.com/statuses/1339115855985172481
"@GameSpot ....7 to 8 friggin years... wth? I love the guys, but wth....",2020-12-16 07:51:14,LuisEsguerra,Twitter Web App,1339115855980843008,https://twitter.com/statuses/1339115855980843008
@dobbtaidy haii,2020-12-16 07:51:14,rayyyong,Twitter for Android,1339115855972470784,https://twitter.com/statuses/1339115855972470784
"@iknowevermore Look what you made me do, how you like that, boss bitch, bad blood",2020-12-16 07:51:14,kyoshivon,Twitter for iPhone,1339115855972429825,https://twitter.com/statuses/1339115855972429825
Did the lowest bar ever https://t.co/dKnqHOSwLC,2020-12-16 07:51:14,smitbag9,Twitter for iPhone,1339115855947370497,https://twitter.com/statuses/1339115855947370497
"and when they find out i named myself after danny fenton from the hit 2000s cartoon series danny phantom, what then. hm? what then.",2020-12-16 07:51:14,seasalttoffee,Twitter for iPhone,1339115855926362113,https://twitter.com/statuses/1339115855926362113
@n0bodyfkncares Being a bad kisser has nothing to do with you being single 🤬,2020-12-16 07:51:14,imDrunkkRn,Twitter for iPhone,1339115855918100480,https://twitter.com/statuses/1339115855918100480
1 Pound (454 grams) Dried seafood conch cut slices from China Sea JOHNLEEMU... https://t.co/bp75gSpDR9 来自 @AmazonUK,2020-12-16 07:51:14,lukelihumin,Twitter Web App,1339115855909584897,https://twitter.com/statuses/1339115855909584897
"I hired an on-line editor for my paper. I always need a native editor, not a national one. Sorry! I used @Scribendiinc. I highly recommend it. It is expensive for Mexican standards, but quick and efficient for emergencies.",2020-12-16 07:51:14,almaldo2,Twitter Web App,1339115855905497089,https://twitter.com/statuses/1339115855905497089
How to do this this looks so beautiful 😭💜😭😍💕 https://t.co/Z2c7kQQpj7,2020-12-16 07:51:14,Tejuuuz,Twitter for Android,1339115855905341442,https://twitter.com/statuses/1339115855905341442
"stolen
because
yes

10 - Heard my voice
10 - Know my real name
10 - Seen my face
10 - We message everyday
10 - We have played together
10 - We’re mutuals
10 - Know my age
10 - Know my favourite food",2020-12-16 07:51:14,JoesJoee,Twitter for Android,1339115855892926464,https://twitter.com/statuses/1339115855892926464
@MichalChigbo Still waiting for my own😥,2020-12-16 07:51:14,Kawaii_Brownies,Twitter for Android,1339115855855169540,https://twitter.com/statuses/1339115855855169540
@Freder_vonZoE It’s applicable to women😆.,2020-12-16 07:51:14,n_dandam,Twitter for iPhone,1339115855842594816,https://twitter.com/statuses/1339115855842594816
A funny year tbh https://t.co/Somg3lbbot,2020-12-16 07:51:14,st_Margret96,Twitter for Android,1339115855838371840,https://twitter.com/statuses/1339115855838371840
i miss stiles stilinsky,2020-12-16 07:51:14,merdeprose,Twitter for Android,1339115855821426689,https://twitter.com/statuses/1339115855821426689
@spiky_hairr Gonna go cry,2020-12-16 07:51:14,therealracckun,Twitter for Android,1339115855800541184,https://twitter.com/statuses/1339115855800541184
This made me laugh for 15 seconds. It’s so kitsch lecherous. “Now we know his weakness ... (libidinous smile) ... mmmm.” Excellent stoner movie. https://t.co/TkmmMS54vj,2020-12-16 07:51:14,VegasAnonymous,Twitter for iPhone,1339115855783739392,https://twitter.com/statuses/1339115855783739392
This is the fifth time in three months that food delivery has been brought to my house that I did not order. https://t.co/jUUbHrdRwS,2020-12-16 07:51:14,Knollij,Twitter for iPhone,1339115855771095040,https://twitter.com/statuses/1339115855771095040
@BethUndressed Funny I had a  dream about you being a gangsters bouncer/ bit of muscle 😍😍😍,2020-12-16 07:51:14,Mwillia91820343,Twitter Web App,1339115855754522625,https://twitter.com/statuses/1339115855754522625
@Y0KIKA iz*one,2020-12-16 07:51:14,yukikapop,Twitter for iPhone,1339115855720796160,https://twitter.com/statuses/1339115855720796160
w-what https://t.co/BpD72oHt66,2020-12-16 07:51:14,90sfaerie,Twitter for iPhone,1339115855712407552,https://twitter.com/statuses/1339115855712407552
@mrbunkofunk Oh dude yeah- I though that was just something weird I did,2020-12-16 07:51:14,dont_tell_amy,Twitter Web App,1339115855687413760,https://twitter.com/statuses/1339115855687413760
@treyhonk do it omg,2020-12-16 07:51:14,TECHNOTRAITOR,Twitter for iPhone,1339115855687405571,https://twitter.com/statuses/1339115855687405571
"What do you mean it'll all be over soon ? Are you hiding something, Squidward ? Something deep ? Deadly ? Squidward ? Bro ? https://t.co/4SKTYkJeo8",2020-12-16 07:51:14,ReviewSquidward,Twitter Web App,1339115855658033154,https://twitter.com/statuses/1339115855658033154
Nice. https://t.co/4bQPYt940R,2020-12-16 07:51:14,Angus_McL,Twitter for iPhone,1339115855645388800,https://twitter.com/statuses/1339115855645388800
"@SRUHonors if you are local, here is a chance to help our community!! https://t.co/ZruvTWzhll",2020-12-16 07:51:14,jasonhilton1,Twitter for iPhone,1339115855641243650,https://twitter.com/statuses/1339115855641243650
"IIHMHOTELSCHOOL: A distinguished member of the #YCO21Virtual judges panel. We welcome Zenobia Nadirshaw to be a part of the World's Biggest Virtual Culinary Battle for Hope.

With the theme #ForwardTogether, YCO by IIHM will see student chefs from 100 co https://t.co/yTYnGMyhEh",2020-12-16 07:51:14,Yash_IIHMHyd,IFTTT,1339115855603527682,https://twitter.com/statuses/1339115855603527682
vmin mixtapes in 2021?? GOODBYE,2020-12-16 07:51:14,J00NPATHY,Twitter for iPhone,1339115855590907908,https://twitter.com/statuses/1339115855590907908
be honest do any of y'all still actually play this game https://t.co/UO7kn8F0iU,2020-12-16 07:51:14,ourlighttxt,Twitter for Android,1339115855590789120,https://twitter.com/statuses/1339115855590789120
@NamanyaRender They had us https://t.co/M6trp7IaXA,2020-12-16 07:51:14,sse_moses,Twitter Web App,1339115855586717697,https://twitter.com/statuses/1339115855586717697
@wispexe THE SACRED TEXTS!,2020-12-16 07:51:14,mc_amre,Twitter Web App,1339115855586549761,https://twitter.com/statuses/1339115855586549761
"@failedanarchist One of the only journalists who is opposing the narrative. The gov is using the virus to manipulate us, increase their power, keep people living in fear, masked and not united. The perfect coup under the perfect distraction.",2020-12-16 07:51:14,Susiesioux1,Twitter Web App,1339115855569956865,https://twitter.com/statuses/1339115855569956865
For the first time in its history UNICEF will help feed kids in the UK https://t.co/gDJLGgVqmF   @BorisJohnson and the conservatives should be ashamed that charities are doing the work conservatives have ignored!,2020-12-16 07:51:14,Mattjmck,Twitter for iPhone,1339115855557365761,https://twitter.com/statuses/1339115855557365761
Surfing the horizon 🦈,2020-12-16 07:51:14,abdulla7v,Twitter Web App,1339115855548993537,https://twitter.com/statuses/1339115855548993537
@directordiji I claim in advance in Jesus name,2020-12-16 07:51:14,Winning_11,Twitter for Android,1339115855548968960,https://twitter.com/statuses/1339115855548968960
"It might have been good, however, for the DHSC to get ahead of this and say something like this last week

""Coronavirus vaccine doses will be monitored by the same system used to track 'flu vaccines. This is a tested system, which by design only produces weekly figures.""",2020-12-16 07:51:14,tc1415,Twitter Web App,1339115855519617026,https://twitter.com/statuses/1339115855519617026
How's work guys and girls? 😊 https://t.co/RG0tBJYUbi,2020-12-16 07:51:14,LuisMunana,Twitter for Android,1339115855511236608,https://twitter.com/statuses/1339115855511236608
I wanna learn ASL and KSL,2020-12-16 07:51:14,MelodyB_BTS,Twitter for Android,1339115855507038208,https://twitter.com/statuses/1339115855507038208
"it irritates me how Meredith let’s everybody yell at her and treat her like shit , like ugh girl",2020-12-16 07:51:14,__lovetakora,Twitter for iPhone,1339115855502860290,https://twitter.com/statuses/1339115855502860290
I have class in 10 minutes and I just woke up,2020-12-16 07:51:14,diorgld,Twitter for iPhone,1339115855502860289,https://twitter.com/statuses/1339115855502860289
"If you were a #StarWars character and master in The Force, which would you be?",2020-12-16 07:51:14,fettyberk1738,Twitter for iPhone,1339115855498465282,https://twitter.com/statuses/1339115855498465282
Let me go to bed 😩,2020-12-16 07:51:14,devinelycrafted,Twitter for iPhone,1339115855464996864,https://twitter.com/statuses/1339115855464996864
"Protect Election Integrity - Censor Anyone Who Questions the Election - 
The threat to election integrity is coming from inside the system
 https://t.co/tZnT4xtYo5",2020-12-16 07:51:14,Vitaliko,Twitter Web App,1339115855460900865,https://twitter.com/statuses/1339115855460900865
@akayonai ANGEL ????? UR LUCK IM GNANC CRY,2020-12-16 07:51:14,satourugf,Twitter Web App,1339115855448195073,https://twitter.com/statuses/1339115855448195073
"Oke
IM. NOT. CRYING. 😫 https://t.co/WmgLOrRIqq",2020-12-16 07:51:14,Aeeeeenn,Twitter for Android,1339115855444000770,https://twitter.com/statuses/1339115855444000770
@prncsslililatte ofc u too!!💗,2020-12-16 07:51:14,kookieenaa,Twitter for iPhone,1339115855443980288,https://twitter.com/statuses/1339115855443980288
@_Deleinko Bruh... 😂,2020-12-16 07:51:14,echrstian,Twitter for iPhone,1339115855431528448,https://twitter.com/statuses/1339115855431528448
@lilackyh ur smart,2020-12-16 07:51:14,markvrse,Twitter for iPhone,1339115855418851328,https://twitter.com/statuses/1339115855418851328
nobody showed up with chicken nuggets. you’re all fake,2020-12-16 07:51:14,lauraavasquezz,Twitter for iPhone,1339115855414628353,https://twitter.com/statuses/1339115855414628353
@Utd_aaron03 Ya he is class!,2020-12-16 07:51:14,DiproLiverpool,Twitter for Android,1339115855376908289,https://twitter.com/statuses/1339115855376908289
i miss riding my bike and not being scared of getting jumped,2020-12-16 07:51:14,ElsieDee_,Twitter Web App,1339115855372840960,https://twitter.com/statuses/1339115855372840960
"@PtiteAngele Good morning!

Today I learned that Wednesdays are hump days 🐪

Have a nice day today, Angie! 

I got off to a good start with ok sleep and a morning run 😊",2020-12-16 07:51:14,abjorkland,Twitter for Android,1339115855372820481,https://twitter.com/statuses/1339115855372820481
The way Jimin getting closer to Jungkook's face. And the way Jungkook looks at Jimin and slowly stares to his lips. Argh! JUST KISS ALREADY!!!!!! #jikook https://t.co/yV5Fak5ZI8,2020-12-16 07:51:14,cloud_jikook,Twitter for Android,1339115855343353856,https://twitter.com/statuses/1339115855343353856
@Syndicate Less gooo,2020-12-16 07:51:14,TyphonBS,Twitter for Android,1339115855339270150,https://twitter.com/statuses/1339115855339270150
@veganrecipehour Best wishes to Mr VRH on the speediest of recoveries 💚🌻,2020-12-16 07:51:14,thegaudidragon,Twitter for Android,1339115855322509312,https://twitter.com/statuses/1339115855322509312
"So, apparently she can't publish her research because she's signed an NDA & doesn't want to be penalised.

I can't believe this. WHY!? UGH MALAYSIA!

It's so frustrating because I would like to read the findings. https://t.co/RW31CdCLm6",2020-12-16 07:51:14,AnxiousQuill,Twitter for Android,1339115855305535488,https://twitter.com/statuses/1339115855305535488
Surf Mesa - ily (i love you baby) [feat. Emilee],2020-12-16 07:51:14,breakingsoundr1,Radio.co now playing,1339115855301529606,https://twitter.com/statuses/1339115855301529606
@twelveteume Ougeh👍,2020-12-16 07:51:14,meowas4hi,Twitter for Android,1339115855301365763,https://twitter.com/statuses/1339115855301365763
@levichokeme u think,2020-12-16 07:51:14,0IKAWACATBOY,Twitter for iPhone,1339115855280447488,https://twitter.com/statuses/1339115855280447488
I’ll probably never work on staff any where else . Agency is the best kind of work right now,2020-12-16 07:51:14,__lilgem,Twitter for iPhone,1339115855276339200,https://twitter.com/statuses/1339115855276339200
@r4toz pain.,2020-12-16 07:51:14,screamings1200,Twitter for Android,1339115855259561984,https://twitter.com/statuses/1339115855259561984
Covid doesn't know it's Christmas https://t.co/W3pzxbYIdL,2020-12-16 07:51:14,scrummypr,Twitter for Android,1339115855259557893,https://twitter.com/statuses/1339115855259557893
@abdulmuneum Ahan,2020-12-16 07:51:14,tanii1_11,Twitter for iPhone,1339115855246974981,https://twitter.com/statuses/1339115855246974981
@dreamhangout hi we're watching the Grinch in English class rn do you like that movie?,2020-12-16 07:51:14,m_issfroggi,Twitter for Android,1339115855242809344,https://twitter.com/statuses/1339115855242809344
need the motivation to finish this paper ughhh... https://t.co/4Ym78QptTO,2020-12-16 07:51:14,nickmasonfan47,Twitter for iPhone,1339115855230038017,https://twitter.com/statuses/1339115855230038017
@NaomiLWood Make the most of it. High winds and driving rain here.,2020-12-16 07:51:14,denny_robert,Twitter for iPhone,1339115855226007554,https://twitter.com/statuses/1339115855226007554
@dreamerfaerie this is a real issue im in love with u,2020-12-16 07:51:14,starselves,Twitter for iPhone,1339115855217496064,https://twitter.com/statuses/1339115855217496064
"Interviewer: Where do you see yourself in 5 years? 
Me: Not working here. 
Interviewer: Really? What makes you say that? 
Me: B/c I have no desire to stay at this job any longer than it takes me to find a better paying job. 
Interviewer: ...
Me: ...
Interviewer: You can go now.",2020-12-16 07:51:14,brandon_MFN_B,Twitter for Android,1339115855213367298,https://twitter.com/statuses/1339115855213367298
Lmfaoooo I’m blocked on both of my page for bullying on my uncle I’m done cause you hoes can’t take the heat 😂😂😂,2020-12-16 07:51:14,DyineshaF,Twitter for iPhone,1339115855205048321,https://twitter.com/statuses/1339115855205048321
"@EmpressOfDucks aaahhhh, life is so much better with hugs https://t.co/YdwDDaTcFf",2020-12-16 07:51:14,selkienyx,Twitter Web App,1339115855192481793,https://twitter.com/statuses/1339115855192481793
@DAzzaliya Funshine bear,2020-12-16 07:51:14,yoonjikooksc,Twitter for Android,1339115855188127744,https://twitter.com/statuses/1339115855188127744
QUEEN 😍❤️ https://t.co/KP932XCNtz,2020-12-16 07:51:14,GiselleVilla97,Twitter for iPhone,1339115855158927360,https://twitter.com/statuses/1339115855158927360
@AMFChina ‘Nothing from Xinjiang’ and ‘nothing from China’ will become an competitive advantage.,2020-12-16 07:51:14,fay_jing,Twitter for iPhone,1339115855133569025,https://twitter.com/statuses/1339115855133569025
"Shame on government 

#NoFarmersNoFood 

#मर_रहा_किसान_जागो_प्रधान",2020-12-16 07:51:14,ApThats,Twitter Web App,1339115855116812288,https://twitter.com/statuses/1339115855116812288
@_Zuri_1 Can I have their details mntase.,2020-12-16 07:51:14,Hlehle_Lupindo,Twitter for iPhone,1339115855108575233,https://twitter.com/statuses/1339115855108575233
@meriyumlol Bad ass,2020-12-16 07:51:14,boraaaaaaay,Twitter for iPhone,1339115855108509697,https://twitter.com/statuses/1339115855108509697
"the people's champ must be everything the people can't be you don't want no problems, want no problem with me",2020-12-16 07:51:14,BarsSoHardBot,"Cheap Bots, Done Quick!",1339115855108444161,https://twitter.com/statuses/1339115855108444161
@0do0do0do0 eat well.??? LMAO,2020-12-16 07:51:14,yunqisix,Twitter for iPhone,1339115855083343872,https://twitter.com/statuses/1339115855083343872
@idcifitsaIie we arent moots☹ but goodnight sleep well <3,2020-12-16 07:51:14,yourarmsakimbo,Twitter for Android,1339115855062441984,https://twitter.com/statuses/1339115855062441984
fuck being a lawyer i’m becoming a scientist,2020-12-16 07:51:14,NEODEJUNS,Twitter for iPhone,1339115855058259968,https://twitter.com/statuses/1339115855058259968
Indonesian lawmakers to probe pulpwood firm’s dispute with indigenous group https://t.co/rXuWmXGXHo via @ecobusinesscom,2020-12-16 07:51:14,Milieunet,Twitter Web App,1339115855045541888,https://twitter.com/statuses/1339115855045541888
"@moeketsi__x Hi moeketsi__x,
Please send us a DM with your cell number and email address. Please also let us know which restaurant it was, when you were there and the product purchased, so we can look into it?
Kind regards,
The McDonald’s Social Team",2020-12-16 07:51:14,McDonalds_SA,Sprinklr,1339115855024680960,https://twitter.com/statuses/1339115855024680960
so here’s a boomerang of my tree! i’m gonna make a little thread so you guys can see pictures of it and the ornaments on them! https://t.co/Cj2jBCJNIF,2020-12-16 07:51:14,pvrplepinksky,Twitter for iPhone,1339115855020519425,https://twitter.com/statuses/1339115855020519425
"@thejenlife But unclear if that will stick, since it’s 3 AM right now.",2020-12-16 07:51:14,theglipper,TweetDeck,1339115855016300545,https://twitter.com/statuses/1339115855016300545
i loterallt@domt mnwkwnwhrnebe fjckcisnt,2020-12-16 07:51:14,yllwldflwr,Twitter for iPhone,1339115855007739904,https://twitter.com/statuses/1339115855007739904
@lovoviii PLEASEEE,2020-12-16 07:51:14,venopiss,Twitter for iPhone,1339115854991122432,https://twitter.com/statuses/1339115854991122432
omg @revealmv happy birthday https://t.co/RY10cEA5qF,2020-12-16 07:51:14,sanrelics,Twitter for iPhone,1339115854986874880,https://twitter.com/statuses/1339115854986874880
@lexfridman Government doesn't need to be amazing. It needs to be effective.,2020-12-16 07:51:14,AlexeySeregin,Twitter for Android,1339115854953406470,https://twitter.com/statuses/1339115854953406470
@HOPEFLS THEYRE BEAUTIFUL,2020-12-16 07:51:14,wIwbokuto,Twitter for iPhone,1339115854953385985,https://twitter.com/statuses/1339115854953385985
Whoever said that BBW’s will change your life wasn’t lying.,2020-12-16 07:51:14,Kobibornanew,Twitter for iPhone,1339115854949195777,https://twitter.com/statuses/1339115854949195777
christmas turkey dance https://t.co/5uTiT4M9YZ via @YouTube,2020-12-16 07:51:14,GHANALATEST,Twitter Web App,1339115854949126145,https://twitter.com/statuses/1339115854949126145
*breakdances*,2020-12-16 07:51:14,mqr1aa,Twitter for iPhone,1339115854944825352,https://twitter.com/statuses/1339115854944825352
@moonjunhwi4 that sounded wrong in so many ways 😂 but i get it! no hard feelings 🐯💎,2020-12-16 07:51:14,eunxool,Twitter for iPhone,1339115854928068608,https://twitter.com/statuses/1339115854928068608
"@livechristian1 In Jesus' Name, amen 🙏❣️",2020-12-16 07:51:14,crossFaed,Twitter for Android,1339115854919651328,https://twitter.com/statuses/1339115854919651328
@demonsaway Thank you sanna 😭,2020-12-16 07:51:14,jasecordova,Twitter for iPhone,1339115854898683906,https://twitter.com/statuses/1339115854898683906
@ghud68 Have you watched the Scientology documentary on sky with him in? 🤪,2020-12-16 07:51:14,nmaread,Twitter for iPhone,1339115854869499906,https://twitter.com/statuses/1339115854869499906
Discount 🤔 https://t.co/qtMR99lVyu,2020-12-16 07:51:14,gedepartamayasa,Twitter for Android,1339115854856822785,https://twitter.com/statuses/1339115854856822785
"Not at my boss showing me a photo of Lim Jaebeom because he wanted his exact haircut, and also him having no idea who the person in the photo is and I had to stop myself from spazzing because UHM, JB??",2020-12-16 07:51:14,ongseongwushu,Twitter for iPhone,1339115854848376834,https://twitter.com/statuses/1339115854848376834
@RIPHannahh Shut up just bored,2020-12-16 07:51:14,RIPCamster,Twitter for iPhone,1339115854835965953,https://twitter.com/statuses/1339115854835965953
